id,company,category,method,question,answer,judge_score,judge_reason,pass,company_accuracy,avg_chunk_score,correct_chunks,retrieval_time,rerank_time,generation_time,total_time
70,Microsoft,governance_and_corporate_structure,vector,"Which independent registered public accounting firm audited Microsofts consolidated financial statements for the fiscal year ended June 30, 2025?",This information was not found in the retrieved sections.,5,Contexts are irrelevant to Microsoft,True,0.6,0.8204,3,5.6944,0.0,0.6676,6.362
70,Microsoft,governance_and_corporate_structure,vectorless,"Which independent registered public accounting firm audited Microsofts consolidated financial statements for the fiscal year ended June 30, 2025?","The independent registered public accounting firm that audited Microsoft's consolidated financial statements is **Deloitte & Touche LLP**.

This information refers to Microsoft.",5,Exact match from Source 1.,True,0.4,0.7668,2,0.4631,8.8792,1.1372,10.4795
70,Microsoft,governance_and_corporate_structure,hybrid,"Which independent registered public accounting firm audited Microsofts consolidated financial statements for the fiscal year ended June 30, 2025?","The independent registered public accounting firm that audited Microsoft's consolidated financial statements for the fiscal year ended June 30, 2025, is not explicitly named in the provided context.

This information was not found in the retrieved sections.",1,Irrelevant context and unsupported answer,False,0.4,0.8885,2,10.8677,9.5608,0.7703,11.638
71,Microsoft,numerical_retrieval,vector,What is the total square footage of property Microsoft owns internationally?,"The total square footage of property Microsoft owns internationally is **13 million square feet**.

This information refers to Microsoft.",5,Exact figure supported by Source 2.,True,1.0,0.1227,5,10.3602,0.0,1.6134,11.9736
71,Microsoft,numerical_retrieval,vectorless,What is the total square footage of property Microsoft owns internationally?,"The total square footage of property Microsoft owns internationally is **13 million square feet**.

(Source: Microsoft, Page 32)",5,Exact figure supported by context.,True,1.0,0.0366,5,0.152,8.7867,0.9482,9.8869
71,Microsoft,numerical_retrieval,hybrid,What is the total square footage of property Microsoft owns internationally?,This information was not found in the retrieved sections for Microsoft.,5,Context lacks international property square footage data.,True,1.0,0.0309,5,8.9255,8.1963,0.6534,9.5789
72,Microsoft,numerical_retrieval,vector,What was the effective tax rate for Microsoft in fiscal year 2025?,The effective tax rate for Microsoft in fiscal year 2025 was 18%. This information is explicitly stated in Source 2.,5,Explicitly stated in Source 2.,True,1.0,0.5156,5,13.8488,0.0,0.6941,14.5429
72,Microsoft,numerical_retrieval,vectorless,What was the effective tax rate for Microsoft in fiscal year 2025?,The effective tax rate for Microsoft in fiscal year 2025 was 18%. This is explicitly stated in Source 2.,5,Explicitly stated in Source 2.,True,1.0,0.3853,5,0.0656,10.0556,1.0986,11.2198
72,Microsoft,numerical_retrieval,hybrid,What was the effective tax rate for Microsoft in fiscal year 2025?,The effective tax rate for Microsoft in fiscal year 2025 was 18%. This is explicitly stated in Source 2.,5,Explicitly stated in Source 2.,True,1.0,0.4129,5,10.3283,9.397,0.7255,11.0538
73,Microsoft,numerical_retrieval,vector,"What was the balance of cash and cash equivalents as of June 30, 2025?","The balance of cash and cash equivalents as of June 30, 2025, for Microsoft was $94.6 billion. This information was not found in the retrieved sections for Reliance or Netflix.",5,Exact figure from Microsoft's 10-K.,True,0.2,0.7158,1,9.5609,0.0,1.5512,11.1121
73,Microsoft,numerical_retrieval,vectorless,"What was the balance of cash and cash equivalents as of June 30, 2025?","For **Microsoft**, the balance of cash and cash equivalents as of June 30, 2025, was **$94.6 billion** (stated as part of ""cash, cash equivalents, and short-term investments"").

This information was not found in the retrieved sections for **Reliance** or **ASUS**.",4,"Includes short-term investments, not cash only",True,0.4,0.6238,2,0.8721,8.1706,1.9675,11.0102
73,Microsoft,numerical_retrieval,hybrid,"What was the balance of cash and cash equivalents as of June 30, 2025?","The balance of cash and cash equivalents as of June 30, 2025, for **Microsoft** was **$94.6 billion**.

This information was not found in the retrieved sections for Reliance.",5,Correct figure from Microsoft's 10-K.,True,0.2,0.7811,1,13.8528,12.5122,0.8608,14.7136
74,Microsoft,numerical_retrieval,vector,What was Microsofts total cost of revenue for the fiscal year 2025?,"This information was not found in the retrieved sections. The context only mentions that Microsoft's cost of revenue increased by $13.7 billion or 19% in fiscal year 2025, but does not provide the total cost of revenue for that year. (Company: Microsoft)",3,"Incomplete data, only increase mentioned",True,0.8,0.6699,4,10.4174,0.0,0.9034,11.3208
74,Microsoft,numerical_retrieval,vectorless,What was Microsofts total cost of revenue for the fiscal year 2025?,"Microsoft's total cost of revenue for the fiscal year 2025 was **$87,831 million**. This information was found in Microsoft's financial data.",1,Unsupported and wrong company context,False,0.2,0.0601,1,3.667,9.7246,0.7451,14.1367
74,Microsoft,numerical_retrieval,hybrid,What was Microsofts total cost of revenue for the fiscal year 2025?,"This information was not found in the retrieved sections. The context only mentions that Microsoft's cost of revenue increased by $2.8 billion or 14% in fiscal year 2025, but does not provide the total cost of revenue for that year.",3,Context lacks total cost of revenue figure,True,0.6,0.5645,3,11.5635,10.3414,0.8023,12.3658
75,Microsoft,numerical_retrieval,vector,What is the estimated useful life for buildings and improvements?,"For **NVIDIA**, the estimated useful life for buildings is up to thirty years.

For **Coca-Cola**, the estimated useful life for buildings and improvements is 40 years or less.

For **Microsoft**, the estimated useful life for buildings and improvements is five to 15 years.

For **Amazon**, the estimated useful life for buildings is the lesser of forty years or the remaining life of the underlying building.",5,Exact figures from context for each company.,True,0.2,0.9037,1,8.5869,0.0,1.0115,9.5984
75,Microsoft,numerical_retrieval,vectorless,What is the estimated useful life for buildings and improvements?,"For **NVIDIA**, the estimated useful life for buildings is up to thirty years.

For **Coca-Cola**, the estimated useful life for buildings and improvements is 40 years or less.

For **Microsoft**, the estimated useful life for buildings and improvements is five to 15 years.

For **Amazon**, the estimated useful life for buildings is the lesser of forty years or the remaining life of the underlying building.",5,Exact figures from context for each company.,True,0.2,0.9037,1,0.4782,8.7235,1.8303,11.032
75,Microsoft,numerical_retrieval,hybrid,What is the estimated useful life for buildings and improvements?,"For **NVIDIA**, the estimated useful life for buildings is up to thirty years.

For **Coca-Cola**, the estimated useful life for buildings and improvements is 40 years or less.

For **Microsoft**, the estimated useful life for buildings and improvements is five to 15 years.

For **Amazon**, the estimated useful life for buildings is the lesser of forty years or the remaining life of the underlying building.",5,Exact figures from context for each company.,True,0.2,0.9037,1,9.7537,8.5002,1.8395,11.5932
76,Microsoft,numerical_retrieval,vector,"How much total unearned revenue is expected to be recognized in the three months ending September 30, 2025?","For Microsoft, the total unearned revenue expected to be recognized in the three months ending September 30, 2025, is **$25,191 million**. This information was not found in the retrieved sections for ASUS or Amazon.",5,Exact figure from Microsoft's 10-K.,True,0.8,0.3593,4,13.1117,0.0,0.8301,13.9418
76,Microsoft,numerical_retrieval,vectorless,"How much total unearned revenue is expected to be recognized in the three months ending September 30, 2025?","For Microsoft, the total unearned revenue expected to be recognized in the three months ending September 30, 2025 is $25,191 million. This information was not found in the retrieved sections for ASUS, NVIDIA, Netflix, or Amazon.",5,Exact figure from Microsoft's 10-K table.,True,0.4,0.4645,2,0.6421,11.8535,3.5363,16.0319
76,Microsoft,numerical_retrieval,hybrid,"How much total unearned revenue is expected to be recognized in the three months ending September 30, 2025?","For Microsoft, the total unearned revenue expected to be recognized in the three months ending September 30, 2025 is $25,191 million. This information was not found in the retrieved sections for NVIDIA, Amazon, or ASUS.",5,Exact figure from Microsoft's 10-K.,True,0.6,0.3594,3,12.7967,11.2418,0.7803,13.577
77,Microsoft,numerical_retrieval,vector,"What was the carrying amount of goodwill for the More Personal Computing segment as of June 30, 2025?","This information was not found in the retrieved sections. The provided context for Microsoft does not specify the carrying amount of goodwill for the More Personal Computing segment as of June 30, 2025.",5,Context lacks segment-specific goodwill data,True,0.8,0.4839,4,9.8391,0.0,0.8984,10.7375
77,Microsoft,numerical_retrieval,vectorless,"What was the carrying amount of goodwill for the More Personal Computing segment as of June 30, 2025?","This information was not found in the retrieved sections. The context only provides NVIDIA's goodwill carrying amount as of January 26, 2025, and mentions that Microsoft's goodwill was assigned to its More Personal Computing segment but does not state the amount.",5,Information not found in provided context,True,0.8,0.4464,4,0.5183,8.3558,1.563,10.4371
77,Microsoft,numerical_retrieval,hybrid,"What was the carrying amount of goodwill for the More Personal Computing segment as of June 30, 2025?",This information was not found in the retrieved sections for Microsoft.,5,Information not found in provided context,True,0.8,0.5946,4,9.2324,8.2768,0.5718,9.8042
78,Microsoft,numerical_retrieval,vector,"What was the weighted average life of the technology-based intangible assets acquired during the year ended June 30, 2025?","The weighted average life of the technology-based intangible assets acquired for Microsoft was 4 years.

This information was found in Microsoft's 10-K report.",5,Exact match from Source 1.,True,0.6,0.5933,3,9.6907,0.0,1.5839,11.2746
78,Microsoft,numerical_retrieval,vectorless,"What was the weighted average life of the technology-based intangible assets acquired during the year ended June 30, 2025?",The weighted average life of the technology-based intangible assets acquired was 4 years. This information refers to Microsoft.,5,Exact match from Source 1.,True,0.4,0.5256,2,0.4684,7.5831,0.9138,8.9653
78,Microsoft,numerical_retrieval,hybrid,"What was the weighted average life of the technology-based intangible assets acquired during the year ended June 30, 2025?",The weighted average life of the technology-based intangible assets acquired by Microsoft was 4 years. This information was found in Microsoft's 10-K report.,5,Exact match from Source 1.,True,0.6,0.6356,3,9.0734,8.2136,1.5428,10.6162
79,Microsoft,numerical_retrieval,vector,What is the total principal amount of long-term debt maturing in calendar year 2040?,This information was not found in the retrieved sections.,5,"€850,000,000 explicitly stated in Source 1.",True,0.2,0.2825,1,7.6606,0.0,0.6554,8.316
79,Microsoft,numerical_retrieval,vectorless,What is the total principal amount of long-term debt maturing in calendar year 2040?,This information was not found in the retrieved sections.,5,2040 not listed; 'Thereafter' includes it.,True,0.2,0.2686,1,0.4764,8.0724,0.8228,9.3716
79,Microsoft,numerical_retrieval,hybrid,What is the total principal amount of long-term debt maturing in calendar year 2040?,This information was not found in the retrieved sections. The context for Coca-Cola mentions 2040 notes but does not specify the principal amount maturing in that year.,3,Incomplete context for exact figure,True,0.2,0.3299,1,11.0859,8.227,1.711,12.7969
80,Microsoft,numerical_retrieval,vector,"What was the net recognized loss on derivatives for the fiscal year ended June 30, 2025?","The net recognized loss on derivatives for the fiscal year ended June 30, 2025, for **Microsoft** was **$5 million** (as indicated by the net change related to derivatives of **(5)** in the table).

This information was not found for Coca-Cola in the retrieved sections.",5,Exact figure supported by context.,True,0.6,0.6715,3,7.447,0.0,1.6508,9.0978
80,Microsoft,numerical_retrieval,vectorless,"What was the net recognized loss on derivatives for the fiscal year ended June 30, 2025?","The net recognized loss on derivatives for the fiscal year ended June 30, 2025, for **Microsoft** was **$5 million** (as indicated by the net change related to derivatives of **(5)** in the table).

This information was not found in the retrieved sections for Coca-Cola or ASUS.",5,Exact figure supported by Microsoft's 10-K context.,True,0.4,0.2831,2,0.4459,6.928,0.8633,8.2372
80,Microsoft,numerical_retrieval,hybrid,"What was the net recognized loss on derivatives for the fiscal year ended June 30, 2025?","The net recognized loss on derivatives for Microsoft for the fiscal year ended June 30, 2025, was **$5 million** (as indicated by the net change related to derivatives of **(5)** in the ""Other comprehensive income (loss)"" table on Page 51).

This information was not found for Coca-Cola or ASUS in the retrieved sections.",5,Exact figure supported by context.,True,0.4,0.5493,2,7.8487,7.0586,0.9805,8.8292
81,Microsoft,table_based_questions,vector,"Based on the Unearned Revenue table, how much unearned revenue is expected to be recognized in the three months ending March 31, 2026?","For Microsoft, the unearned revenue expected to be recognized in the three months ending March 31, 2026, is **$13,742 million**, as stated in the table on Page 44 of their 10-K report.",5,Exact figure from Microsoft's 10-K table.,True,0.6,0.505,3,8.4085,0.0,1.0552,9.4637
81,Microsoft,table_based_questions,vectorless,"Based on the Unearned Revenue table, how much unearned revenue is expected to be recognized in the three months ending March 31, 2026?","For Microsoft, the unearned revenue expected to be recognized in the three months ending March 31, 2026 is **$13,742 million**. This information was not found in the retrieved sections for Reliance or Amazon.",5,Exact figure from Microsoft's 10-K table.,True,0.6,0.4724,3,0.4672,8.1957,0.8686,9.5315
81,Microsoft,table_based_questions,hybrid,"Based on the Unearned Revenue table, how much unearned revenue is expected to be recognized in the three months ending March 31, 2026?","For Microsoft, the unearned revenue expected to be recognized in the three months ending March 31, 2026, is **$13,742 million**. This information was not found in the retrieved sections for ASUS, Reliance, or NVIDIA.",5,Exact figure from Microsoft's 10-K table.,True,0.6,0.505,3,8.827,7.9558,0.7652,9.5922
82,Microsoft,table_based_questions,vector,"According to the Segment Results of Operations table, what was the operating income for Intelligent Cloud in fiscal year 2024?","For Microsoft, the operating income for Intelligent Cloud in fiscal year 2024 was **$59,661 million**. This is explicitly stated in the provided context from Source 1 and Source 3.",4,"Incorrect year, correct figure for 2023",True,0.8,0.8427,4,9.0997,0.0,3.1423,12.242
82,Microsoft,table_based_questions,vectorless,"According to the Segment Results of Operations table, what was the operating income for Intelligent Cloud in fiscal year 2024?","For **Microsoft**, the operating income for **Intelligent Cloud** in fiscal year 2024 was **$69,773 million**, as stated in the Segment Results of Operations table on Page 84.",5,Exact figure from provided context.,True,0.4,0.232,2,0.488,8.456,0.7363,9.6803
82,Microsoft,table_based_questions,hybrid,"According to the Segment Results of Operations table, what was the operating income for Intelligent Cloud in fiscal year 2024?","For Microsoft, the operating income for Intelligent Cloud in fiscal year 2024 was **$59,661 million**. This is explicitly stated in the provided context from Source 1 and Source 3.",4,Incorrect year referenced in answer,True,0.6,0.81,3,8.9924,8.1957,0.7965,9.7889
83,Microsoft,table_based_questions,vector,"Based on the Property and Equipment table, what was the gross carrying amount for Computer equipment and software as of June 30, 2024?","For Microsoft, the gross carrying amount for Computer equipment and software as of June 30, 2024, was **$93,780 million**. This information was not found in the retrieved sections for Amazon, Coca-Cola, or Netflix.",5,Exact figure from Microsoft's 10-K table.,True,0.4,0.4666,2,9.3149,0.0,0.9873,10.3022
83,Microsoft,table_based_questions,vectorless,"Based on the Property and Equipment table, what was the gross carrying amount for Computer equipment and software as of June 30, 2024?",This information was not found in the retrieved sections.,5,Correctly identified missing data in context.,True,0.2,0.28,1,0.5011,8.5371,0.5532,9.5914
83,Microsoft,table_based_questions,hybrid,"Based on the Property and Equipment table, what was the gross carrying amount for Computer equipment and software as of June 30, 2024?","For Microsoft, the gross carrying amount for Computer equipment and software as of June 30, 2024, was **$93,780 million**. This information was found in the provided Property and Equipment table.",5,Exact figure from Property and Equipment table.,True,0.6,0.4585,3,9.3603,8.5508,1.4993,10.8596
84,Microsoft,table_based_questions,vector,"According to the Debt table, what is the effective interest rate range for the 2016 issuance of $19.8 billion in long-term debt?",This information was not found in the retrieved sections.,5,Information not found in provided context.,True,0.2,0.1382,1,9.2169,0.0,0.663,9.8799
84,Microsoft,table_based_questions,vectorless,"According to the Debt table, what is the effective interest rate range for the 2016 issuance of $19.8 billion in long-term debt?",This information was not found in the retrieved sections.,5,Context lacks the 2016 debt issuance details.,True,0.4,0.0635,2,0.479,7.7471,0.7244,8.9505
84,Microsoft,table_based_questions,hybrid,"According to the Debt table, what is the effective interest rate range for the 2016 issuance of $19.8 billion in long-term debt?",This information was not found in the retrieved sections.,5,Context lacks 2016 issuance data,True,0.6,0.0261,3,12.3435,9.7898,1.9529,14.2964
85,Microsoft,table_based_questions,vector,"Based on the Fair Values of Derivative Instruments table, what is the gross amount of derivative liabilities designated as Hedging Instruments for Foreign exchange contracts as of June 30, 2024?","For **Microsoft**, the gross amount of derivative liabilities designated as Hedging Instruments for Foreign exchange contracts as of June 30, 2024, is **$76 million** (negative value indicates a liability).",5,Exact match from provided table.,True,0.4,0.9077,2,10.2066,0.0,1.039,11.2456
85,Microsoft,table_based_questions,vectorless,"Based on the Fair Values of Derivative Instruments table, what is the gross amount of derivative liabilities designated as Hedging Instruments for Foreign exchange contracts as of June 30, 2024?","For **Microsoft**, the gross amount of derivative liabilities designated as Hedging Instruments for Foreign exchange contracts as of June 30, 2024, is **$76 million** (notated as $(76) in the table).",5,"Exact figure from table, correct interpretation.",True,0.4,0.634,2,0.5006,8.7985,0.8165,10.1156
85,Microsoft,table_based_questions,hybrid,"Based on the Fair Values of Derivative Instruments table, what is the gross amount of derivative liabilities designated as Hedging Instruments for Foreign exchange contracts as of June 30, 2024?","For Microsoft, the gross amount of derivative liabilities designated as Hedging Instruments for Foreign exchange contracts as of June 30, 2024, is **$76 million** (negative value indicates liabilities).

This information was found in Source 1 - Microsoft, Page 68.",5,Exact figure supported by context.,True,0.4,0.9077,2,11.6975,10.5966,1.2067,12.9042
86,Microsoft,table_based_questions,vector,"Looking at the Debt Investments Maturities table, what is the estimated fair value of debt investments due after five years through 10 years as of June 30, 2025?",This information was not found in the retrieved sections for Microsoft.,5,Information not found in provided context,True,0.8,0.6857,4,8.6424,0.0,0.8993,9.5417
86,Microsoft,table_based_questions,vectorless,"Looking at the Debt Investments Maturities table, what is the estimated fair value of debt investments due after five years through 10 years as of June 30, 2025?","This information was not found in the retrieved sections. The provided context for Microsoft's Debt Investment Maturities (Source 2) does not include the table or the specific figure for the estimated fair value of debt investments due after five years through 10 years as of June 30, 2025.",5,Information not found in provided context,True,0.4,0.7581,2,0.5125,7.6303,1.6372,9.78
86,Microsoft,table_based_questions,hybrid,"Looking at the Debt Investments Maturities table, what is the estimated fair value of debt investments due after five years through 10 years as of June 30, 2025?",This information was not found in the retrieved sections for Microsoft.,5,Information not found in provided context,True,0.8,0.6857,4,9.8145,8.9713,1.0751,10.8896
87,Microsoft,table_based_questions,vector,"In the Stockholders Equity Statements, what was the balance of Retained earnings at the beginning of fiscal year 2023?","For **Amazon**, the balance of Retained Earnings at the beginning of fiscal year 2023 (as of January 1, 2023) was **$83,193** (in thousands, as per the table's unit).

This information was not found for Netflix or Microsoft in the retrieved sections.",5,Exact figure supported by Amazon's 10-K context.,True,0.2,0.0791,1,10.7413,0.0,0.8752,11.6165
87,Microsoft,table_based_questions,vectorless,"In the Stockholders Equity Statements, what was the balance of Retained earnings at the beginning of fiscal year 2023?",This information was not found in the retrieved sections.,2,"Incorrect source, data exists in Source 1",False,0.0,0.1716,0,0.4923,10.2169,0.8136,11.5228
87,Microsoft,table_based_questions,hybrid,"In the Stockholders Equity Statements, what was the balance of Retained earnings at the beginning of fiscal year 2023?",This information was not found in the retrieved sections.,2,"Incorrect source, data exists in Source 1",False,0.0,0.1759,0,14.3894,13.0612,0.8684,15.2578
88,Microsoft,table_based_questions,vector,"Based on the Intangible Assets table, what is the gross carrying amount of Technology-based intangible assets as of June 30, 2025?","This information was not found in the retrieved sections. The provided context for Microsoft does not include the gross carrying amount of Technology-based intangible assets as of June 30, 2025.",5,Context lacks the required data,True,0.8,0.4868,4,12.7413,0.0,1.2599,14.0012
88,Microsoft,table_based_questions,vectorless,"Based on the Intangible Assets table, what is the gross carrying amount of Technology-based intangible assets as of June 30, 2025?","The gross carrying amount of Technology-based intangible assets for Microsoft as of June 30, 2025, is **$9,689 million** with a weighted average life of 4 years.

This information was found in Source 4 of the provided context.",1,No supporting context provided,False,0.8,0.3953,4,0.5366,9.6301,1.0217,11.1884
88,Microsoft,table_based_questions,hybrid,"Based on the Intangible Assets table, what is the gross carrying amount of Technology-based intangible assets as of June 30, 2025?","This information was not found in the retrieved sections. The provided context for Microsoft does not include the gross carrying amount of Technology-based intangible assets as of June 30, 2025.",5,Context lacks the required data,True,0.8,0.4868,4,13.3035,12.1935,0.9948,14.2983
89,Microsoft,table_based_questions,vector,"According to the Contractual Obligations table, what is the total amount of purchase commitments due in 2026?",This information was not found in the retrieved sections for NVIDIA or RELIANCE.,1,Answer incorrect; data exists in context.,False,0.0,0.4348,0,9.5708,0.0,0.7515,10.3223
89,Microsoft,table_based_questions,vectorless,"According to the Contractual Obligations table, what is the total amount of purchase commitments due in 2026?",This information was not found in the retrieved sections.,1,Answer ignores provided purchase commitments for 2026.,False,0.2,0.0462,1,0.5137,8.4696,0.5871,9.5704
89,Microsoft,table_based_questions,hybrid,"According to the Contractual Obligations table, what is the total amount of purchase commitments due in 2026?",This information was not found in the retrieved sections. The context provided does not include a Contractual Obligations table or specific purchase commitments due in 2026 for either NVIDIA or Amazon.,5,Answer correctly states information not found in context.,True,0.0,0.3604,0,10.8873,9.7329,1.1413,12.0286
90,Microsoft,table_based_questions,vector,"Looking at the table for components of other income (expense), net, what was the net recognized losses on investments for the year ended June 30, 2024?","For Microsoft, the net recognized losses on investments for the year ended June 30, 2024, were **$53 million** (from the ""Net recognized gains (losses) on equity investments"" table).

This information was not found in the retrieved sections for ASUS.",5,Correct figure from Microsoft's 10-K.,True,1.0,0.947,5,12.3112,0.0,1.6405,13.9517
90,Microsoft,table_based_questions,vectorless,"Looking at the table for components of other income (expense), net, what was the net recognized losses on investments for the year ended June 30, 2024?",This information was not found in the retrieved sections for Microsoft.,5,Information not present in provided context,True,0.8,0.6776,4,2.9784,11.7709,0.565,15.3143
90,Microsoft,table_based_questions,hybrid,"Looking at the table for components of other income (expense), net, what was the net recognized losses on investments for the year ended June 30, 2024?","For Microsoft, the net recognized losses on investments for the year ended June 30, 2024, was **$305 million**, as stated in the broader context of Source 5.",1,Unsupported and incorrect figure,False,1.0,0.9451,5,12.4313,11.1928,0.7751,13.2064
91,Microsoft,multi_chunk_retrieval,vector,"What is the total dollar amount of the transition tax installment due in the first quarter of fiscal year 2026, and which act required this tax?","For **Microsoft**, the total dollar amount of the transition tax installment due in the first quarter of fiscal year 2026 is **$4.4 billion**. The context does not specify the act requiring this tax.",4,"Missing act name, figure correct",True,0.2,0.614,1,9.9834,0.0,0.784,10.7674
91,Microsoft,multi_chunk_retrieval,vectorless,"What is the total dollar amount of the transition tax installment due in the first quarter of fiscal year 2026, and which act required this tax?","For **Microsoft**, the transition tax installment due in the first quarter of fiscal year 2026 is **$4.4 billion**, as stated on Page 45 of their report. The context does not explicitly name the act requiring this tax.

This information was not found in the retrieved sections for Coca-Cola or NVIDIA.",4,Missing act name but correct amount,True,0.2,0.5881,1,0.5897,6.6665,1.9898,9.246
91,Microsoft,multi_chunk_retrieval,hybrid,"What is the total dollar amount of the transition tax installment due in the first quarter of fiscal year 2026, and which act required this tax?","For **Microsoft**, the total dollar amount of the transition tax installment due in the first quarter of fiscal year 2026 is **$4.4 billion**. The context does not specify the act requiring this tax.",4,"Missing act name, amount correct",True,0.2,0.614,1,10.7187,9.5279,1.4951,12.2138
92,Microsoft,multi_chunk_retrieval,vector,"In fiscal year 2025, what was the total revenue of the segment that includes Azure, and how much did Azure and other cloud services revenue grow within that segment?","For Microsoft, in fiscal year 2025, the Microsoft Cloud revenue, which includes Azure and other cloud services, was **$168.9 billion**. Within that segment, Azure and other cloud services revenue grew **34%**.

*(Note: The $168.9 billion refers to the total Microsoft Cloud revenue, while the 34% growth specifically applies to Azure and other cloud services within that segment.)*",5,Exact figures and growth rate from context.,True,1.0,0.9268,5,12.6218,0.0,1.2839,13.9057
92,Microsoft,multi_chunk_retrieval,vectorless,"In fiscal year 2025, what was the total revenue of the segment that includes Azure, and how much did Azure and other cloud services revenue grow within that segment?","For Microsoft, in fiscal year 2025, the Microsoft Cloud revenue, which includes Azure and other cloud services, was **$168.9 billion**. Within this segment, Azure and other cloud services revenue grew by **34%**.",5,Exact figures and growth rate from context.,True,1.0,0.9774,5,0.5807,6.0388,1.1038,7.7233
92,Microsoft,multi_chunk_retrieval,hybrid,"In fiscal year 2025, what was the total revenue of the segment that includes Azure, and how much did Azure and other cloud services revenue grow within that segment?","For Microsoft, in fiscal year 2025, the Intelligent Cloud segment (which includes Azure) contributed to the total Microsoft Cloud revenue of **$168.9 billion**. Within this segment, **Azure and other cloud services revenue grew by 34%**, as stated in the context.

This information was derived from Source 1 (Azure growth) and Source 2 (total Microsoft Cloud revenue).",3,"Intelligent Cloud revenue not specified, only Microsoft Cloud.",True,1.0,0.9786,5,11.6051,10.4473,1.0112,12.6163
93,Microsoft,multi_chunk_retrieval,vector,"How many shares of common stock were outstanding as of July 24, 2025, and what is the trading symbol for this stock on the NASDAQ?","For **Microsoft**, as of July 24, 2025, there were **7,433,166,379 shares of common stock outstanding**, and its trading symbol on the NASDAQ is **MSFT**.",5,Exact figures and symbol from sources.,True,0.6,0.7449,3,11.0027,0.0,1.4797,12.4824
93,Microsoft,multi_chunk_retrieval,vectorless,"How many shares of common stock were outstanding as of July 24, 2025, and what is the trading symbol for this stock on the NASDAQ?","For Microsoft, as of July 24, 2025, there were **7,433,166,379 shares of common stock outstanding**, and its trading symbol on the NASDAQ is **MSFT**.",5,Exact figures and symbol from sources.,True,0.4,0.883,2,0.5826,7.4369,1.5464,9.5659
93,Microsoft,multi_chunk_retrieval,hybrid,"How many shares of common stock were outstanding as of July 24, 2025, and what is the trading symbol for this stock on the NASDAQ?","For **Microsoft**, as of July 24, 2025, there were **7,433,166,379 shares of common stock outstanding**, and its trading symbol on the NASDAQ is **MSFT**.",5,Exact figures and symbol from sources 1 and 2.,True,0.6,0.8317,3,11.6005,10.5023,0.881,12.4815
94,Microsoft,multi_chunk_retrieval,vector,"Microsoft completed its acquisition of Activision Blizzard in October 2023. What segment is Activision Blizzard reported under, and what was the total purchase price allocated to goodwill?","For Microsoft, Activision Blizzard is reported under the **More Personal Computing segment**. The context does not provide the total purchase price allocated to goodwill. This information was not found in the retrieved sections.",3,"Segment correct, goodwill missing",True,1.0,0.5476,5,10.6231,0.0,0.7718,11.3949
94,Microsoft,multi_chunk_retrieval,vectorless,"Microsoft completed its acquisition of Activision Blizzard in October 2023. What segment is Activision Blizzard reported under, and what was the total purchase price allocated to goodwill?","For Microsoft, Activision Blizzard is reported under the **More Personal Computing segment**. The total purchase price allocated to goodwill is **not stated** in the retrieved sections.

(Only the segment and the fact that goodwill was assigned to it are explicitly mentioned; the exact goodwill amount is not provided.)",4,"Segment correct, goodwill amount missing",True,1.0,0.5476,5,0.0671,8.7831,1.1956,10.0458
94,Microsoft,multi_chunk_retrieval,hybrid,"Microsoft completed its acquisition of Activision Blizzard in October 2023. What segment is Activision Blizzard reported under, and what was the total purchase price allocated to goodwill?","For Microsoft, Activision Blizzard is reported under the **More Personal Computing segment**. The total purchase price was **$75.4 billion**, but the exact goodwill allocation is not stated in the retrieved sections.",4,Missing goodwill allocation figure,True,1.0,0.5471,5,7.4316,6.4933,1.2427,8.6743
95,Microsoft,multi_chunk_retrieval,vector,"Who is the Chief Financial Officer of Microsoft, and how much did the company return to shareholders in the form of share repurchases and dividends in the fourth quarter of fiscal year 2025?","For Microsoft, the company returned **$9.4 billion** to shareholders in the form of share repurchases and dividends in the fourth quarter of fiscal year 2025. The name of the Chief Financial Officer was not found in the retrieved sections.",4,"Missing CFO name, correct repurchase figure",True,1.0,0.4186,5,9.6885,0.0,0.9161,10.6046
95,Microsoft,multi_chunk_retrieval,vectorless,"Who is the Chief Financial Officer of Microsoft, and how much did the company return to shareholders in the form of share repurchases and dividends in the fourth quarter of fiscal year 2025?","For Microsoft, the company returned **$9.4 billion** to shareholders in the form of share repurchases and dividends in the fourth quarter of fiscal year 2025. The name of the Chief Financial Officer was not found in the retrieved sections.",4,"Missing CFO name, correct repurchase figure",True,1.0,0.4186,5,0.0712,6.7692,1.0305,7.8709
95,Microsoft,multi_chunk_retrieval,hybrid,"Who is the Chief Financial Officer of Microsoft, and how much did the company return to shareholders in the form of share repurchases and dividends in the fourth quarter of fiscal year 2025?","For Microsoft, the company returned **$9.4 billion** to shareholders in the form of share repurchases and dividends in the fourth quarter of fiscal year 2025. The name of the Chief Financial Officer was not found in the retrieved sections.",4,"Missing CFO name, correct repurchase figure",True,1.0,0.4186,5,8.7405,7.7819,0.8081,9.5486
96,Microsoft,multi_chunk_retrieval,vector,"What was the operating income for the Productivity and Business Processes segment in fiscal year 2025, and how much did Dynamics 365 revenue grow within that segment?","For **Microsoft**, the operating income for the Productivity and Business Processes segment in fiscal year 2025 was not explicitly stated in the retrieved sections. However, Dynamics 365 revenue grew **19%** within that segment.

This information was not found in the retrieved sections: the exact operating income figure for the segment.",3,"Missing operating income, Dynamics 365 growth correct",True,1.0,0.8291,5,11.5362,0.0,0.901,12.4372
